"timestamp","date","day","hr","location","price","last4ccnum","wkday","loyaltynum","ccard","cardtype","VehID","Department"
2014-01-11 13:43:00,2014-01-11,11,13,"Katerina Cafe",71.65,"3484","Saturday","L2490","3484","both","23","Security"
2014-01-13 07:57:00,2014-01-13,13,7,"Brew Served",78.23,"3484","Monday",NA,"3484","credit","23","Security"
2014-01-14 07:45:00,2014-01-14,14,7,"Brew Served",10.96,"3484","Tuesday","L2490","3484","both","23","Security"
2014-01-14 13:40:00,2014-01-14,14,13,"Ouzeri Elian",107.32,"3484","Tuesday",NA,"3484","credit","23","Security"
2014-01-14 20:05:00,2014-01-14,14,20,"Albert Clothing",50.77,"3484","Tuesday","L2490","3484","both","23","Security"
2014-01-15 07:58:00,2014-01-15,15,7,"Brew Served",14.06,"3484","Wednesday","L2490","3484","both","23","Security"
2014-01-15 13:22:00,2014-01-15,15,13,"Ouzeri Elian",12.9,"3484","Wednesday","L2490","3484","both","23","Security"
2014-01-15 19:53:00,2014-01-15,15,19,"Guy Gyros",98.04,"3484","Wednesday",NA,"3484","credit","23","Security"
2014-01-16 07:36:00,2014-01-16,16,7,"Brew Served",19.9,"3484","Thursday","L2490","3484","both","23","Security"
2014-01-16 13:27:00,2014-01-16,16,13,"Katerina Cafe",34.02,"3484","Thursday","L2490","3484","both","23","Security"
2014-01-16 19:09:00,2014-01-16,16,19,"Guy Gyros",8.31,"3484","Thursday","L2490","3484","both","23","Security"
2014-01-17 08:03:00,2014-01-17,17,8,"Brew Served",13.66,"3484","Friday","L2490","3484","both","23","Security"
2014-01-17 13:21:00,2014-01-17,17,13,"Guy Gyros",22.18,"3484","Friday","L2490","3484","both","23","Security"
2014-01-17 20:16:00,2014-01-17,17,20,"Guy Gyros",37.55,"3484","Friday","L2490","3484","both","23","Security"
2014-01-18 13:34:00,2014-01-18,18,13,"Katerina Cafe",19.3,"3484","Saturday","L2490","3484","both","23","Security"
2014-01-18 19:08:00,2014-01-18,18,19,"Guy Gyros",39.68,"3484","Saturday","L2490","3484","both","23","Security"
2014-01-19 03:13:00,2014-01-19,19,3,"Kronos Mart",87.66,"3484","Sunday",NA,"3484","credit","23","Security"
2014-01-19 13:27:00,2014-01-19,19,13,"Ouzeri Elian",23.65,"3484","Sunday","L2490","3484","both","23","Security"
2014-01-19 15:26:00,2014-01-19,19,15,"Frydos Autosupply",56.09,"3484","Sunday","L2490","3484","both","23","Security"
2014-01-19 19:45:00,2014-01-19,19,19,"Guy Gyros",58.35,"3484","Sunday","L2490","3484","both","23","Security"
NA,2014-01-07,7,NA,"Brew Served",9.06,NA,"Tuesday","L2490","3484","loyalty","23","Security"
NA,2014-01-08,8,NA,"Brew Served",11.87,NA,"Wednesday","L2490","3484","loyalty","23","Security"
NA,2014-01-09,9,NA,"Brew Served",12.12,NA,"Thursday","L2490","3484","loyalty","23","Security"
NA,2014-01-13,13,NA,"Brew Served",18.23,NA,"Monday","L2490","3484","loyalty","23","Security"
NA,2014-01-08,8,NA,"Gelatogalore",39.75,NA,"Wednesday","L2490","3484","loyalty","23","Security"
NA,2014-01-08,8,NA,"Guy Gyros",19.08,NA,"Wednesday","L2490","3484","loyalty","23","Security"
NA,2014-01-12,12,NA,"Guy Gyros",42.78,NA,"Sunday","L2490","3484","loyalty","23","Security"
NA,2014-01-15,15,NA,"Guy Gyros",18.04,NA,"Wednesday","L2490","3484","loyalty","23","Security"
NA,2014-01-06,6,NA,"Kalami Kafenion",30.1,NA,"Monday","L2490","3484","loyalty","23","Security"
NA,2014-01-07,7,NA,"Katerina Cafe",31.41,NA,"Tuesday","L2490","3484","loyalty","23","Security"
NA,2014-01-18,18,NA,"Kronos Mart",87.66,NA,"Saturday","L2490","3484","loyalty","23","Security"
NA,2014-01-14,14,NA,"Ouzeri Elian",27.32,NA,"Tuesday","L2490","3484","loyalty","23","Security"
2014-01-06 07:48:00,2014-01-06,6,7,"Hallowed Grounds",10.66,"3492","Monday","L7814","3492","both","27","Engineering"
2014-01-06 13:52:00,2014-01-06,6,13,"Gelatogalore",36.33,"3492","Monday","L7814","3492","both","27","Engineering"
2014-01-06 20:59:00,2014-01-06,6,20,"Katerina Cafe",26.1,"3492","Monday","L7814","3492","both","27","Engineering"
2014-01-07 07:50:00,2014-01-07,7,7,"Hallowed Grounds",9.61,"3492","Tuesday","L7814","3492","both","27","Engineering"
2014-01-07 14:00:00,2014-01-07,7,14,"Hippokampos",76.11,"3492","Tuesday",NA,"3492","credit","27","Engineering"
2014-01-07 20:47:00,2014-01-07,7,20,"Katerina Cafe",32.83,"3492","Tuesday","L7814","3492","both","27","Engineering"
2014-01-08 07:47:00,2014-01-08,8,7,"Hallowed Grounds",3.11,"3492","Wednesday","L7814","3492","both","27","Engineering"
2014-01-08 13:45:00,2014-01-08,8,13,"Kalami Kafenion",23.82,"3492","Wednesday","L7814","3492","both","27","Engineering"
2014-01-09 08:07:00,2014-01-09,9,8,"Hallowed Grounds",65.68,"3492","Thursday",NA,"3492","credit","27","Engineering"
2014-01-09 20:08:00,2014-01-09,9,20,"Katerina Cafe",19.02,"3492","Thursday","L7814","3492","both","27","Engineering"
2014-01-10 07:45:00,2014-01-10,10,7,"Hallowed Grounds",11.38,"3492","Friday",NA,"3492","credit","27","Engineering"
2014-01-10 14:01:00,2014-01-10,10,14,"Abila Zacharo",16.12,"3492","Friday","L7814","3492","both","27","Engineering"
2014-01-12 13:55:00,2014-01-12,12,13,"Kalami Kafenion",14.59,"3492","Sunday","L7814","3492","both","27","Engineering"
2014-01-12 19:47:00,2014-01-12,12,19,"Katerina Cafe",17.36,"3492","Sunday",NA,"3492","credit","27","Engineering"
2014-01-13 07:43:00,2014-01-13,13,7,"Hallowed Grounds",13.68,"3492","Monday","L7814","3492","both","27","Engineering"
2014-01-13 13:48:00,2014-01-13,13,13,"Katerina Cafe",24.26,"3492","Monday","L7814","3492","both","27","Engineering"
2014-01-14 08:12:00,2014-01-14,14,8,"Hallowed Grounds",39.52,"3492","Tuesday",NA,"3492","credit","27","Engineering"
2014-01-14 13:42:00,2014-01-14,14,13,"Kalami Kafenion",23.1,"3492","Tuesday","L7814","3492","both","27","Engineering"
2014-01-14 20:34:00,2014-01-14,14,20,"Katerina Cafe",11.89,"3492","Tuesday","L7814","3492","both","27","Engineering"
2014-01-15 07:59:00,2014-01-15,15,7,"Hallowed Grounds",14.33,"3492","Wednesday","L7814","3492","both","27","Engineering"
2014-01-15 14:02:00,2014-01-15,15,14,"Abila Zacharo",24.53,"3492","Wednesday","L7814","3492","both","27","Engineering"
2014-01-15 19:50:00,2014-01-15,15,19,"Katerina Cafe",39.23,"3492","Wednesday","L7814","3492","both","27","Engineering"
2014-01-16 07:44:00,2014-01-16,16,7,"Hallowed Grounds",17.74,"3492","Thursday","L7814","3492","both","27","Engineering"
2014-01-16 13:48:00,2014-01-16,16,13,"Kalami Kafenion",11.83,"3492","Thursday","L7814","3492","both","27","Engineering"
2014-01-16 20:51:00,2014-01-16,16,20,"Katerina Cafe",34.58,"3492","Thursday","L7814","3492","both","27","Engineering"
2014-01-17 08:03:00,2014-01-17,17,8,"Hallowed Grounds",38.22,"3492","Friday",NA,"3492","credit","27","Engineering"
2014-01-17 13:57:00,2014-01-17,17,13,"Gelatogalore",21.62,"3492","Friday","L7814","3492","both","27","Engineering"
2014-01-17 19:24:00,2014-01-17,17,19,"Katerina Cafe",22.18,"3492","Friday","L7814","3492","both","27","Engineering"
2014-01-19 14:20:00,2014-01-19,19,14,"Katerina Cafe",54.2,"3492","Sunday",NA,"3492","credit","27","Engineering"
NA,2014-01-17,17,NA,"Hallowed Grounds",18.22,NA,"Friday","L7814","3492","loyalty","27","Engineering"
NA,2014-01-07,7,NA,"Hippokampos",16.11,NA,"Tuesday","L7814","3492","loyalty","27","Engineering"
NA,2014-01-11,11,NA,"Katerina Cafe",27.46,NA,"Saturday","L7814","3492","loyalty","27","Engineering"
2014-01-07 09:17:00,2014-01-07,7,9,"Abila Airport",3840.37,"3506","Tuesday","L7761","3506","both","101","Facilities"
2014-01-07 10:05:00,2014-01-07,7,10,"Stewart and Sons",1200.9,"3506","Tuesday","L7761","3506","both","101","Facilities"
2014-01-07 12:02:00,2014-01-07,7,12,"Nationwide Refinery",1071.04,"3506","Tuesday",NA,"3506","credit","101","Facilities"
2014-01-09 09:26:00,2014-01-09,9,9,"Abila Airport",2358.22,"3506","Thursday","L7761","3506","both","101","Facilities"
2014-01-09 10:38:00,2014-01-09,9,10,"Stewart and Sons",1015.65,"3506","Thursday","L7761","3506","both","101","Facilities"
2014-01-09 12:49:00,2014-01-09,9,12,"Nationwide Refinery",1440.39,"3506","Thursday",NA,"3506","credit","101","Facilities"
2014-01-14 11:01:00,2014-01-14,14,11,"Stewart and Sons",600.19,"3506","Tuesday",NA,"3506","credit","101","Facilities"
2014-01-14 13:00:00,2014-01-14,14,13,"Nationwide Refinery",1341.01,"3506","Tuesday",NA,"3506","credit","101","Facilities"
2014-01-16 09:18:00,2014-01-16,16,9,"Abila Airport",1676.53,"3506","Thursday","L7761","3506","both","101","Facilities"
2014-01-16 11:06:00,2014-01-16,16,11,"Stewart and Sons",940.3,"3506","Thursday",NA,"3506","credit","101","Facilities"
2014-01-16 12:32:00,2014-01-16,16,12,"Nationwide Refinery",2047.28,"3506","Thursday","L7761","3506","both","101","Facilities"
NA,2014-01-14,14,NA,"Abila Airport",2369.56,NA,"Tuesday","L7761","3506","loyalty","101","Facilities"
NA,2014-01-09,9,NA,"Nationwide Refinery",1420.39,NA,"Thursday","L7761","3506","loyalty","101","Facilities"
NA,2014-01-14,14,NA,"Nationwide Refinery",1301.01,NA,"Tuesday","L7761","3506","loyalty","101","Facilities"
NA,2014-01-14,14,NA,"Stewart and Sons",540.19,NA,"Tuesday","L7761","3506","loyalty","101","Facilities"
NA,2014-01-16,16,NA,"Stewart and Sons",860.3,NA,"Thursday","L7761","3506","loyalty","101","Facilities"
2014-01-12 16:08:00,2014-01-12,12,16,"Shoppers Delight",51.5,"3547","Sunday","L9362","3547","both","29","Engineering"
2014-01-12 20:11:00,2014-01-12,12,20,"Katerina Cafe",67.14,"3547","Sunday","L9362","3547","both","29","Engineering"
2014-01-13 07:40:00,2014-01-13,13,7,"Coffee Cameleon",19.93,"3547","Monday","L9362","3547","both","29","Engineering"
2014-01-13 13:52:00,2014-01-13,13,13,"Katerina Cafe",29.55,"3547","Monday","L9362","3547","both","29","Engineering"
2014-01-13 19:50:00,2014-01-13,13,19,"Katerina Cafe",89.83,"3547","Monday",NA,"3547","credit","29","Engineering"
2014-01-14 07:37:00,2014-01-14,14,7,"Coffee Cameleon",9.8,"3547","Tuesday","L9362","3547","both","29","Engineering"
2014-01-14 13:41:00,2014-01-14,14,13,"Katerina Cafe",75.46,"3547","Tuesday",NA,"3547","credit","29","Engineering"
2014-01-14 20:17:00,2014-01-14,14,20,"Katerina Cafe",36.95,"3547","Tuesday","L9362","3547","both","29","Engineering"
2014-01-15 07:51:00,2014-01-15,15,7,"Coffee Cameleon",14.47,"3547","Wednesday","L9362","3547","both","29","Engineering"
2014-01-15 13:58:00,2014-01-15,15,13,"Abila Zacharo",33.8,"3547","Wednesday","L9362","3547","both","29","Engineering"
2014-01-15 21:21:00,2014-01-15,15,21,"Katerina Cafe",27.48,"3547","Wednesday","L9362","3547","both","29","Engineering"
2014-01-16 07:38:00,2014-01-16,16,7,"Coffee Cameleon",67.19,"3547","Thursday",NA,"3547","credit","29","Engineering"
2014-01-16 13:27:00,2014-01-16,16,13,"Abila Zacharo",31.31,"3547","Thursday","L9362","3547","both","29","Engineering"
2014-01-16 19:47:00,2014-01-16,16,19,"Katerina Cafe",34.34,"3547","Thursday",NA,"3547","credit","29","Engineering"
2014-01-17 07:38:00,2014-01-17,17,7,"Coffee Cameleon",10.27,"3547","Friday","L9362","3547","both","29","Engineering"
2014-01-17 13:42:00,2014-01-17,17,13,"Katerina Cafe",21.01,"3547","Friday","L9362","3547","both","29","Engineering"
2014-01-18 13:34:00,2014-01-18,18,13,"Ouzeri Elian",25.75,"3547","Saturday",NA,"3547","credit","29","Engineering"
2014-01-18 15:31:00,2014-01-18,18,15,"General Grocer",477.6,"3547","Saturday","L9362","3547","both","29","Engineering"
2014-01-18 19:53:00,2014-01-18,18,19,"Katerina Cafe",76.1,"3547","Saturday","L9362","3547","both","29","Engineering"
2014-01-19 18:54:00,2014-01-19,19,18,"Katerina Cafe",72.25,"3547","Sunday",NA,"3547","credit","29","Engineering"
NA,2014-01-16,16,NA,"Coffee Cameleon",7.19,NA,"Thursday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-12,12,NA,"Katerina Cafe",34.1,NA,"Sunday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-13,13,NA,"Katerina Cafe",29.83,NA,"Monday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-14,14,NA,"Katerina Cafe",15.46,NA,"Tuesday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-16,16,NA,"Katerina Cafe",14.34,NA,"Thursday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-19,19,NA,"Katerina Cafe",12.25,NA,"Sunday","L9362","3547","loyalty","29","Engineering"
NA,2014-01-18,18,NA,"Ouzeri Elian",53.36,NA,"Saturday","L9362","3547","loyalty","29","Engineering"
2014-01-06 08:06:00,2014-01-06,6,8,"Brew Served",18.24,"3853","Monday","L1485","3853","both","15","Security"
2014-01-06 13:59:00,2014-01-06,6,13,"Katerina Cafe",39.41,"3853","Monday","L1485","3853","both","15","Security"
2014-01-07 12:00:00,2014-01-07,7,12,"Brewed Awakenings",64.84,"3853","Tuesday",NA,"3853","credit","15","Security"
2014-01-07 13:53:00,2014-01-07,7,13,"Hippokampos",51.69,"3853","Tuesday",NA,"3853","credit","15","Security"
2014-01-07 20:14:00,2014-01-07,7,20,"Guy Gyros",62.33,"3853","Tuesday",NA,"3853","credit","15","Security"
2014-01-08 07:48:00,2014-01-08,8,7,"Brew Served",32.92,"3853","Wednesday",NA,"3853","credit","15","Security"
2014-01-08 12:29:00,2014-01-08,8,12,"Frank Fuel",65.34,"3853","Wednesday","L1485","3853","both","15","Security"
2014-01-08 13:40:00,2014-01-08,8,13,"Guy Gyros",77.9,"3853","Wednesday",NA,"3853","credit","15","Security"
2014-01-08 20:17:00,2014-01-08,8,20,"Frydos Autosupply",182.56,"3853","Wednesday","L1485","3853","both","15","Security"
2014-01-09 12:00:00,2014-01-09,9,12,"Jack Beans",6,"3853","Thursday","L1485","3853","both","15","Security"
2014-01-09 13:35:00,2014-01-09,9,13,"Katerina Cafe",10.42,"3853","Thursday","L1485","3853","both","15","Security"
2014-01-09 20:45:00,2014-01-09,9,20,"Frydos Autosupply",276.75,"3853","Thursday","L1485","3853","both","15","Security"
2014-01-10 08:09:00,2014-01-10,10,8,"Brew Served",14.45,"3853","Friday","L1485","3853","both","15","Security"
2014-01-10 13:35:00,2014-01-10,10,13,"Ouzeri Elian",35.24,"3853","Friday","L1485","3853","both","15","Security"
2014-01-10 20:23:00,2014-01-10,10,20,"Guy Gyros",37.37,"3853","Friday",NA,"3853","credit","15","Security"
2014-01-11 13:59:00,2014-01-11,11,13,"Gelatogalore",18.74,"3853","Saturday",NA,"3853","credit","15","Security"
2014-01-12 19:32:00,2014-01-12,12,19,"Guy Gyros",34.41,"3853","Sunday","L1485","3853","both","15","Security"
2014-01-13 13:48:00,2014-01-13,13,13,"Abila Zacharo",116.32,"3853","Monday",NA,"3853","credit","15","Security"
2014-01-13 19:27:00,2014-01-13,13,19,"Shoppers Delight",216.43,"3853","Monday","L1485","3853","both","15","Security"
2014-01-14 07:48:00,2014-01-14,14,7,"Brew Served",6.45,"3853","Tuesday","L1485","3853","both","15","Security"
2014-01-14 13:37:00,2014-01-14,14,13,"Hippokampos",19.07,"3853","Tuesday","L1485","3853","both","15","Security"
2014-01-14 20:25:00,2014-01-14,14,20,"Guy Gyros",10.85,"3853","Tuesday",NA,"3853","credit","15","Security"
2014-01-15 08:02:00,2014-01-15,15,8,"Brew Served",15.58,"3853","Wednesday","L1485","3853","both","15","Security"
2014-01-15 13:55:00,2014-01-15,15,13,"Gelatogalore",31.21,"3853","Wednesday","L1485","3853","both","15","Security"
2014-01-15 20:59:00,2014-01-15,15,20,"Guy Gyros",61.43,"3853","Wednesday",NA,"3853","credit","15","Security"
2014-01-16 08:02:00,2014-01-16,16,8,"Brew Served",5.82,"3853","Thursday","L1485","3853","both","15","Security"
2014-01-16 13:45:00,2014-01-16,16,13,"Ouzeri Elian",12.47,"3853","Thursday","L1485","3853","both","15","Security"
2014-01-16 20:17:00,2014-01-16,16,20,"Guy Gyros",25.78,"3853","Thursday",NA,"3853","credit","15","Security"
2014-01-17 08:15:00,2014-01-17,17,8,"Brew Served",3.09,"3853","Friday","L1485","3853","both","15","Security"
2014-01-17 13:38:00,2014-01-17,17,13,"Guy Gyros",39.14,"3853","Friday","L1485","3853","both","15","Security"
2014-01-17 20:24:00,2014-01-17,17,20,"Guy Gyros",8.54,"3853","Friday","L1485","3853","both","15","Security"
2014-01-18 20:13:00,2014-01-18,18,20,"Katerina Cafe",9.72,"3853","Saturday","L1485","3853","both","15","Security"
2014-01-19 20:25:00,2014-01-19,19,20,"Guy Gyros",20.94,"3853","Sunday","L1485","3853","both","15","Security"
NA,2014-01-13,13,NA,"Abila Zacharo",36.32,NA,"Monday","L1485","3853","loyalty","15","Security"
NA,2014-01-08,8,NA,"Brew Served",12.92,NA,"Wednesday","L1485","3853","loyalty","15","Security"
NA,2014-01-13,13,NA,"Brew Served",12.8,NA,"Monday","L1485","3853","loyalty","15","Security"
NA,2014-01-07,7,NA,"Brewed Awakenings",4.84,NA,"Tuesday","L1485","3853","loyalty","15","Security"
NA,2014-01-07,7,NA,"Guy Gyros",22.33,NA,"Tuesday","L1485","3853","loyalty","15","Security"
NA,2014-01-08,8,NA,"Guy Gyros",17.9,NA,"Wednesday","L1485","3853","loyalty","15","Security"
NA,2014-01-15,15,NA,"Guy Gyros",21.43,NA,"Wednesday","L1485","3853","loyalty","15","Security"
NA,2014-01-07,7,NA,"Hippokampos",31.69,NA,"Tuesday","L1485","3853","loyalty","15","Security"
NA,2014-01-18,18,NA,"Kalami Kafenion",10.48,NA,"Saturday","L1485","3853","loyalty","15","Security"
2014-01-06 08:06:00,2014-01-06,6,8,"Brew Served",15.58,"4434","Monday","L2169","4434","both","24","Security"
2014-01-06 13:52:00,2014-01-06,6,13,"Kalami Kafenion",22.31,"4434","Monday","L2169","4434","both","24","Security"
2014-01-06 21:03:00,2014-01-06,6,21,"Albert Clothing",121.76,"4434","Monday","L2169","4434","both","24","Security"
2014-01-07 07:52:00,2014-01-07,7,7,"Brew Served",3,"4434","Tuesday","L2169","4434","both","24","Security"
2014-01-07 14:07:00,2014-01-07,7,14,"Katerina Cafe",10.9,"4434","Tuesday","L2169","4434","both","24","Security"
2014-01-08 08:18:00,2014-01-08,8,8,"Brew Served",6.3,"4434","Wednesday","L2169","4434","both","24","Security"
2014-01-08 13:57:00,2014-01-08,8,13,"Guy Gyros",10.34,"4434","Wednesday","L2169","4434","both","24","Security"
2014-01-08 19:48:00,2014-01-08,8,19,"Guy Gyros",30.48,"4434","Wednesday","L2169","4434","both","24","Security"
2014-01-09 08:00:00,2014-01-09,9,8,"Brew Served",6.21,"4434","Thursday","L2169","4434","both","24","Security"
2014-01-09 13:56:00,2014-01-09,9,13,"Hippokampos",65.7,"4434","Thursday",NA,"4434","credit","24","Security"
2014-01-09 21:09:00,2014-01-09,9,21,"Guy Gyros",31.31,"4434","Thursday","L2169","4434","both","24","Security"
2014-01-10 08:17:00,2014-01-10,10,8,"Brew Served",12.64,"4434","Friday","L2169","4434","both","24","Security"
2014-01-10 13:53:00,2014-01-10,10,13,"Kalami Kafenion",24.3,"4434","Friday","L2169","4434","both","24","Security"
2014-01-10 21:28:00,2014-01-10,10,21,"General Grocer",227.28,"4434","Friday","L2169","4434","both","24","Security"
2014-01-11 13:36:00,2014-01-11,11,13,"Hippokampos",103.38,"4434","Saturday",NA,"4434","credit","24","Security"
2014-01-11 16:01:00,2014-01-11,11,16,"Albert Clothing",211.47,"4434","Saturday","L2169","4434","both","24","Security"
2014-01-13 08:04:00,2014-01-13,13,8,"Brew Served",16.05,"4434","Monday","L2169","4434","both","24","Security"
2014-01-13 12:27:00,2014-01-13,13,12,"Hippokampos",17.17,"4434","Monday","L2169","4434","both","24","Security"
2014-01-14 14:03:00,2014-01-14,14,14,"Abila Zacharo",24.87,"4434","Tuesday","L2169","4434","both","24","Security"
2014-01-14 20:33:00,2014-01-14,14,20,"Frydos Autosupply",42.72,"4434","Tuesday","L2169","4434","both","24","Security"
2014-01-15 08:01:00,2014-01-15,15,8,"Brew Served",49.7,"4434","Wednesday",NA,"4434","credit","24","Security"
2014-01-15 14:02:00,2014-01-15,15,14,"Hippokampos",118.23,"4434","Wednesday",NA,"4434","credit","24","Security"
2014-01-15 19:55:00,2014-01-15,15,19,"Guy Gyros",31.04,"4434","Wednesday","L2169","4434","both","24","Security"
2014-01-16 08:09:00,2014-01-16,16,8,"Brew Served",17.44,"4434","Thursday","L2169","4434","both","24","Security"
2014-01-16 17:07:00,2014-01-16,16,17,"Gelatogalore",10.62,"4434","Thursday","L2169","4434","both","24","Security"
2014-01-16 20:25:00,2014-01-16,16,20,"Roberts and Sons",155.76,"4434","Thursday","L2169","4434","both","24","Security"
2014-01-17 08:13:00,2014-01-17,17,8,"Coffee Cameleon",14.99,"4434","Friday",NA,"4434","credit","24","Security"
2014-01-17 13:53:00,2014-01-17,17,13,"Katerina Cafe",35.52,"4434","Friday","L2169","4434","both","24","Security"
2014-01-17 21:07:00,2014-01-17,17,21,"Guy Gyros",55.4,"4434","Friday",NA,"4434","credit","24","Security"
2014-01-18 19:32:00,2014-01-18,18,19,"Katerina Cafe",33.41,"4434","Saturday","L2169","4434","both","24","Security"
2014-01-19 13:53:00,2014-01-19,19,13,"Katerina Cafe",26.76,"4434","Sunday","L2169","4434","both","24","Security"
2014-01-19 20:30:00,2014-01-19,19,20,"Guy Gyros",31.94,"4434","Sunday","L2169","4434","both","24","Security"
NA,2014-01-15,15,NA,"Brew Served",9.7,NA,"Wednesday","L2169","4434","loyalty","24","Security"
NA,2014-01-14,14,NA,"Brewed Awakenings",12.74,NA,"Tuesday","L2169","4434","loyalty","24","Security"
NA,2014-01-13,13,NA,"Frydos Autosupply",87.57,NA,"Monday","L2169","4434","loyalty","24","Security"
NA,2014-01-17,17,NA,"Guy Gyros",15.4,NA,"Friday","L2169","4434","loyalty","24","Security"
NA,2014-01-09,9,NA,"Hippokampos",25.7,NA,"Thursday","L2169","4434","loyalty","24","Security"
NA,2014-01-11,11,NA,"Hippokampos",23.38,NA,"Saturday","L2169","4434","loyalty","24","Security"
NA,2014-01-15,15,NA,"Hippokampos",38.23,NA,"Wednesday","L2169","4434","loyalty","24","Security"
2014-01-07 14:19:00,2014-01-07,7,14,"Kronos Pipe",3920.82,"4530","Tuesday","L8477","4530","both","107","Facilities"
2014-01-07 15:20:00,2014-01-07,7,15,"Max Iron & Steel",3207.31,"4530","Tuesday","L8477","4530","both","107","Facilities"
2014-01-08 13:03:00,2014-01-08,8,13,"Carlyle Chemical",4983.52,"4530","Wednesday","L8477","4530","both","107","Facilities"
2014-01-08 14:09:00,2014-01-08,8,14,"Kronos Pipe",3615.61,"4530","Wednesday","L8477","4530","both","107","Facilities"
2014-01-08 15:18:00,2014-01-08,8,15,"Max Iron & Steel",3136.01,"4530","Wednesday","L8477","4530","both","107","Facilities"
2014-01-09 11:21:00,2014-01-09,9,11,"Carlyle Chemical",732.82,"4530","Thursday","L8477","4530","both","107","Facilities"
2014-01-09 14:28:00,2014-01-09,9,14,"Kronos Pipe",423.14,"4530","Thursday","L8477","4530","both","107","Facilities"
2014-01-09 15:16:00,2014-01-09,9,15,"Max Iron & Steel",1527.14,"4530","Thursday","L8477","4530","both","107","Facilities"
2014-01-15 14:12:00,2014-01-15,15,14,"Kronos Pipe",2564,"4530","Wednesday","L8477","4530","both","107","Facilities"
2014-01-15 15:11:00,2014-01-15,15,15,"Max Iron & Steel",4788.22,"4530","Wednesday","L8477","4530","both","107","Facilities"
NA,2014-01-10,10,NA,"Carlyle Chemical",3489.36,NA,"Friday","L8477","4530","loyalty","107","Facilities"
2014-01-06 07:28:00,2014-01-06,6,7,"Brew Served",11.34,"4795","Monday","L8566","4795","both","34","Security"
2014-01-06 13:23:00,2014-01-06,6,13,"Hippokampos",13.26,"4795","Monday","L8566","4795","both","34","Security"
2014-01-07 07:33:00,2014-01-07,7,7,"Brew Served",7.09,"4795","Tuesday",NA,"4795","credit","34","Security"
2014-01-07 13:33:00,2014-01-07,7,13,"Kalami Kafenion",18.06,"4795","Tuesday","L8566","4795","both","34","Security"
2014-01-07 20:10:00,2014-01-07,7,20,"Guy Gyros",26.82,"4795","Tuesday",NA,"4795","credit","34","Security"
2014-01-08 08:00:00,2014-01-08,8,8,"Brew Served",32.3,"4795","Wednesday",NA,"4795","credit","34","Security"
2014-01-08 13:15:00,2014-01-08,8,13,"Hippokampos",9.03,"4795","Wednesday","L8566","4795","both","34","Security"
2014-01-09 07:48:00,2014-01-09,9,7,"Brew Served",5.13,"4795","Thursday","L8566","4795","both","34","Security"
2014-01-09 13:21:00,2014-01-09,9,13,"Gelatogalore",23.45,"4795","Thursday","L8566","4795","both","34","Security"
2014-01-09 20:19:00,2014-01-09,9,20,"General Grocer",285.34,"4795","Thursday","L8566","4795","both","34","Security"
2014-01-10 07:56:00,2014-01-10,10,7,"Brew Served",97.25,"4795","Friday",NA,"4795","credit","34","Security"
2014-01-10 13:20:00,2014-01-10,10,13,"Hippokampos",79.26,"4795","Friday",NA,"4795","credit","34","Security"
2014-01-10 14:41:00,2014-01-10,10,14,"Octavio O Supplies",139.72,"4795","Friday","L8566","4795","both","34","Security"
2014-01-10 19:54:00,2014-01-10,10,19,"Guy Gyros",27.78,"4795","Friday","L8566","4795","both","34","Security"
2014-01-11 16:24:00,2014-01-11,11,16,"Ahaggo Museum",89.32,"4795","Saturday","L8566","4795","both","34","Security"
2014-01-11 19:29:00,2014-01-11,11,19,"Hippokampos",63.21,"4795","Saturday","L8566","4795","both","34","Security"
2014-01-13 07:43:00,2014-01-13,13,7,"Brew Served",18.71,"4795","Monday","L8566","4795","both","34","Security"
2014-01-13 13:37:00,2014-01-13,13,13,"Ouzeri Elian",95.03,"4795","Monday",NA,"4795","credit","34","Security"
2014-01-13 20:11:00,2014-01-13,13,20,"Guy Gyros",20.47,"4795","Monday","L8566","4795","both","34","Security"
2014-01-14 07:31:00,2014-01-14,14,7,"Brew Served",4.72,"4795","Tuesday","L8566","4795","both","34","Security"
2014-01-14 13:34:00,2014-01-14,14,13,"Katerina Cafe",29.1,"4795","Tuesday","L8566","4795","both","34","Security"
2014-01-14 20:01:00,2014-01-14,14,20,"Guy Gyros",23.59,"4795","Tuesday","L8566","4795","both","34","Security"
2014-01-15 07:57:00,2014-01-15,15,7,"Brew Served",4.92,"4795","Wednesday","L8566","4795","both","34","Security"
2014-01-16 07:53:00,2014-01-16,16,7,"Brew Served",4.7,"4795","Thursday","L8566","4795","both","34","Security"
2014-01-16 13:39:00,2014-01-16,16,13,"Abila Zacharo",69.27,"4795","Thursday",NA,"4795","credit","34","Security"
2014-01-16 19:40:00,2014-01-16,16,19,"Guy Gyros",37.8,"4795","Thursday","L8566","4795","both","34","Security"
2014-01-17 07:59:00,2014-01-17,17,7,"Brew Served",19.39,"4795","Friday","L8566","4795","both","34","Security"
2014-01-17 13:27:00,2014-01-17,17,13,"Hippokampos",14.57,"4795","Friday","L8566","4795","both","34","Security"
